player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Bulcsú Révész,Anton Kazakov,7,1159,932,0.7802322205466414,0.6381861133090055,36,16,237,114,56,10,319,102,24,12,237,114,5,0,243,79,4,2,0.0,0.6666666666666666
Kreishh Gurbaxani,Liam Pullen,7,1027,1113,0.3842066871290606,0.44645609684888166,38,14,203,88,65,29,384,178,14,4,161,71,17,7,314,144,3,4,1.0,0.4285714285714286
Xing Zihao,Haydon Pinhey,7,1175,1162,0.5177671819164107,0.5081242849062608,47,19,294,133,126,56,671,314,16,5,294,133,17,5,315,151,3,4,1.0,0.4285714285714286
Andrew Pagett,Mink Nutcharut,7,1142,912,0.783204659627048,0.6399160967377341,358,154,2287,1068,55,5,312,89,0,0,353,147,13,3,245,70,4,3,0.0,0.5714285714285714
Florian Nüßle,Jiang Jun,7,1232,1258,0.4645031181885513,0.4837557189379275,86,42,443,231,51,22,354,171,0,0,157,93,26,13,354,171,4,3,0.0,0.5714285714285714
Manasawin Phetmalaikul,Ross Muir,7,991,1223,0.21482751321147375,0.35893259366518293,69,20,396,154,305,121,1939,891,18,6,229,85,28,14,377,174,2,4,1.0,0.33333333333333337
Chris Totten,Stan Moody,7,1173,1334,0.29117088328179375,0.4007118364916439,113,41,659,273,80,36,493,244,14,8,227,117,37,22,418,208,0,4,1.0,0.0
Simon Blackwell,Ben Mertens,7,1139,1224,0.3855129272771354,0.44707401186709406,76,36,401,202,116,52,704,349,13,3,168,82,17,7,429,215,2,4,1.0,0.33333333333333337
Dean Young,Mitchell Mann,7,1125,1131,0.4917974901893889,0.49625007031091806,122,46,656,277,392,175,2366,1109,21,9,349,149,13,3,203,91,3,4,1.0,0.4285714285714286
Oliver Lines,Ahmed Aly Elsayed,7,1313,840,0.9427842463351404,0.7653970126407402,397,191,2393,1170,30,0,154,26,16,6,455,225,11,1,154,26,4,0,0.0,1.0
Hatem Yassen,Michael Holt,7,901,1338,0.0716207594990832,0.25114780447984664,21,1,120,22,1033,582,7179,3788,13,3,33,12,29,15,318,167,0,4,1.0,0.0
Daniel Womersley,Andrew Higginson,7,1097,1246,0.30530209550926213,0.4079370718351808,117,55,599,285,897,511,6198,3343,7,2,180,83,17,7,373,179,0,4,1.0,0.0
Robbie Mcguigan,Louis Heathcote,7,1024,1308,0.16760764782239257,0.3295988401911314,80,27,386,159,222,104,1295,636,10,0,160,62,28,14,477,246,1,4,1.0,0.19999999999999996
Ma Hailong,Oliver Briffett-Payne,7,1217,967,0.8023816778034777,0.6513548646660542,57,22,355,163,4,0,25,7,15,5,355,163,0,0,25,7,4,1,0.0,0.8
Liam Graham,Iulian Boiko,7,1033,1179,0.3088849206673469,0.4097497480698165,71,26,371,147,120,45,678,295,29,11,250,91,21,9,348,179,4,3,0.0,0.5714285714285714
Marco Fu,Jonas Luz,7,1334,957,0.8979493413023324,0.7196043690484492,984,573,7335,3968,8,1,41,9,15,5,347,173,12,2,41,9,4,0,0.0,1.0
Reanne Evans,Julien Leclercq,7,879,1203,0.13649619723453,0.3078904956982118,225,62,1262,470,88,38,502,232,19,6,228,65,21,9,371,174,4,1,0.0,0.8
Duane Jones,Dylan Emery,7,1257,1241,0.5218633393972988,0.5099986668799654,344,155,2055,998,144,65,822,399,33,16,353,171,29,13,423,203,2,4,1.0,0.33333333333333337
Antoni Kowalski,Liam Davies,7,1204,1112,0.6236008848905437,0.5572478545985557,66,36,363,185,62,29,361,167,40,22,239,125,21,9,238,109,1,4,1.0,0.19999999999999996
Riley Powell,Thor Chuan Leong,7,969,1261,0.16102376452541944,0.3251947274176865,15,6,62,22,202,75,1270,567,0,0,62,22,26,13,327,161,3,4,1.0,0.4285714285714286
Gong Chenzhi,Ken Doherty,7,1164,1168,0.4945314322857424,0.497500020833125,42,21,280,140,1293,745,10168,5461,22,9,280,140,30,12,300,120,4,0,0.0,1.0
Mostafa Dorgham,Ian Burns,7,1047,1250,0.24442824800689822,0.3757797665027358,34,7,228,79,513,248,3228,1598,16,6,218,79,18,8,373,177,0,4,1.0,0.0
Alfie Burden,Paul Deaville,7,1252,1069,0.7338611162888773,0.6124209393479161,827,428,5856,2967,39,18,195,91,37,20,418,207,14,4,161,77,4,0,0.0,1.0
Andrew Pagett,Fan Zhengyi,7,1142,1376,0.21287075857903015,0.3577829070425623,358,154,2287,1068,208,93,1318,615,0,0,353,147,24,11,594,317,2,4,1.0,0.33333333333333337
Martin O'Donnell,Wang Yuchen,7,1282,1239,0.5585634499391967,0.5268491486891143,534,272,3292,1662,115,45,736,323,22,8,470,239,25,11,226,117,0,4,1.0,0.0
Robbie Williams,Liam Pullen,7,1323,1113,0.7629243149475251,0.6283161882953663,578,309,3699,1896,65,29,384,178,24,10,522,275,17,7,314,144,4,1,0.0,0.8
Artemijs Zizins,Ricky Walden,7,1175,1417,0.20515498938795895,0.3532006074420143,30,16,179,92,1193,707,8009,4383,34,16,179,92,59,40,745,388,2,4,1.0,0.33333333333333337
Matthew Stevens,Hammad Miah,7,1311,1239,0.5973854695265872,0.5448788923735801,1150,661,8661,4687,304,121,1946,880,22,10,466,238,38,21,357,162,4,1,0.0,0.8
Ashley Carty,Ishpreet Singh Chadha,7,1230,1238,0.489063958143771,0.49500016666000024,297,138,1731,846,63,34,380,196,14,4,346,168,25,11,380,196,0,4,1.0,0.0
Amir Sarkhosh,Yuan Sijun,7,1119,1422,0.15226728492819896,0.3191892891843614,49,21,317,155,295,156,1891,984,21,8,175,82,53,31,536,300,0,4,1.0,0.0
Bulcsú Révész,Xu Si,7,1159,1342,0.2661388837111227,0.3875790606520839,36,16,237,114,227,102,1473,689,24,12,237,114,46,26,527,268,2,4,1.0,0.33333333333333337
Allan Taylor,Jimmy Robertson,7,1222,1324,0.3635067817280708,0.43659321373780635,466,214,2735,1310,777,424,5050,2627,28,13,387,187,81,39,643,332,3,4,1.0,0.4285714285714286
Tian Pengfei,Haydon Pinhey,7,1280,1162,0.6567774862994666,0.5732197726798349,580,316,3800,1997,126,56,671,314,21,10,413,203,17,5,315,151,3,4,1.0,0.4285714285714286
Reanne Evans,Joe O'Connor,7,879,1463,0.02715262499157578,0.18846732521381948,225,62,1262,470,355,178,2180,1106,19,6,228,65,186,103,789,423,0,4,1.0,0.0
Liu Hongyu,Florian Nüßle,7,1327,1232,0.6274848196821066,0.559097471902393,66,34,415,222,86,42,443,231,43,24,372,197,0,0,157,93,3,4,1.0,0.4285714285714286
David Lilley,Ross Muir,7,1294,1223,0.5960612197256479,0.5442588584178731,282,142,1682,844,305,121,1939,891,43,21,470,227,28,14,377,174,3,4,1.0,0.4285714285714286
Stan Moody,Anthony Hamilton,7,1334,1229,0.6403298636636867,0.5652507475670999,80,36,493,244,1062,598,7770,4083,37,22,418,208,16,6,380,175,4,3,0.0,0.5714285714285714
Thepchaiya Un-Nooh,Ben Mertens,7,1416,1224,0.7437579445222342,0.617747874769249,587,342,4035,2154,116,52,704,349,31,15,541,300,17,7,429,215,2,4,1.0,0.33333333333333337
Sanderson Lam,Alfie Burden,7,1168,1252,0.3868205508364956,0.4476920904256748,289,114,1760,771,827,428,5856,2967,15,5,441,206,37,20,418,207,4,2,0.0,0.6666666666666666
Jamie Jones,Ian Burns,7,1261,1250,0.5150352723345792,0.5068745667645342,691,404,4509,2416,513,248,3228,1598,20,7,489,230,18,8,373,177,4,1,0.0,0.8
Daniel Wells,Michael Holt,7,1345,1338,0.5095693356278296,0.5043748883497734,544,273,3583,1797,1033,582,7179,3788,48,25,505,269,29,15,318,167,1,4,1.0,0.19999999999999996
He Guoqiang,Andrew Higginson,7,1338,1246,0.6236008848905437,0.5572478545985557,87,49,553,287,897,511,6198,3343,22,13,470,255,17,7,373,179,3,4,1.0,0.4285714285714286
Joe Perry,Ma Hailong,7,1286,1217,0.5934092174000841,0.5430183807243099,1402,810,9615,5184,57,22,355,163,21,11,499,247,15,5,355,163,2,4,1.0,0.33333333333333337
Marco Fu,David Grace,7,1334,1247,0.6170981549456108,0.5541616527636486,984,573,7335,3968,499,230,3252,1573,15,5,347,173,27,14,390,179,4,0,0.0,1.0
Peifan Lei,Dylan Emery,7,1355,1241,0.651748409886971,0.5707716118944917,143,72,877,431,144,65,822,399,23,9,339,177,29,13,423,203,3,4,1.0,0.4285714285714286
Oliver Lines,Graeme Dott,7,1313,1325,0.48359867043571236,0.4925005624493797,397,191,2393,1170,1201,699,8589,4616,16,6,455,225,27,16,437,225,3,4,1.0,0.4285714285714286
Scott Donaldson,Jimmy White,7,1326,1132,0.7459292301495708,0.6189278548001903,508,268,3258,1658,1589,849,13167,6787,19,9,447,229,13,3,337,133,4,3,0.0,0.5714285714285714
Mark Davis,Liam Graham,7,1366,1033,0.8698871121691505,0.6968832820410791,1334,791,9155,4975,71,26,371,147,29,14,481,257,29,11,250,91,4,2,0.0,0.6666666666666666
Anthony McGill,Liam Davies,7,1400,1112,0.83570702153703,0.6726070170677605,777,462,5151,2797,62,29,361,167,47,29,521,278,21,9,238,109,3,4,1.0,0.4285714285714286
Mitchell Mann,Dominic Dale,7,1131,1267,0.32096653442831025,0.4158094770645926,392,175,2366,1109,1127,625,7797,4095,13,3,203,91,17,9,436,222,3,4,1.0,0.4285714285714286
Ben Woollaston,Joshua Cooper,7,1417,1003,0.9177177165207485,0.7378841011916348,855,482,5405,2872,74,29,385,173,41,27,515,274,7,2,110,50,2,4,1.0,0.33333333333333337
Louis Heathcote,Jamie Clarke,7,1308,1238,0.5947357972115817,0.5436386872370789,222,104,1295,636,351,173,2111,1043,28,14,477,246,15,5,410,192,2,4,1.0,0.33333333333333337
Thor Chuan Leong,Aaron Hill,7,1261,1341,0.3920645840647391,0.4501660026875221,202,75,1270,567,147,70,868,422,26,13,327,161,57,34,472,243,4,2,0.0,0.6666666666666666
Long Zehuang,Stuart Carrington,7,1314,1263,0.569350718877824,0.5318318894162243,93,47,534,270,531,280,3354,1743,21,9,375,192,28,16,397,203,3,4,1.0,0.4285714285714286
Jordan Brown,Gong Chenzhi,7,1232,1164,0.5920814957526257,0.542397940774351,354,179,2184,1085,42,21,280,140,24,13,554,262,22,9,280,140,4,3,0.0,0.5714285714285714
Wu Yize,Scott Donaldson,7,1484,1326,0.7053268662779104,0.5974857658270161,152,85,1050,551,508,268,3258,1658,53,32,649,351,19,9,447,229,4,3,0.0,0.5714285714285714
Marco Fu,Kyren Wilson,7,1334,1595,0.18755000502737473,0.3424263893835775,984,573,7335,3968,1112,715,7109,4027,15,5,347,173,191,110,1320,773,3,4,1.0,0.4285714285714286
Stuart Bingham,Robbie Williams,7,1431,1323,0.6441515179538969,0.5670929049654543,1543,971,10641,6020,578,309,3699,1896,63,28,819,435,24,10,522,275,0,4,1.0,0.0
Mark Williams,Florian Nüßle,7,1540,1232,0.8515999175968284,0.6835208937363156,1824,1195,13326,7648,86,42,443,231,25,9,832,479,0,0,157,93,4,1,0.0,0.8
Chris Wakelin,Michael Holt,7,1436,1338,0.6313550071762073,0.5609454503247162,477,258,3023,1566,1033,582,7179,3788,93,41,938,510,29,15,318,167,4,3,0.0,0.5714285714285714
Fan Zhengyi,Hossein Vafaei,7,1376,1450,0.3999696104413816,0.4538814589542204,208,93,1318,615,367,221,2496,1332,24,11,594,317,82,46,747,422,2,4,1.0,0.33333333333333337
Jak Jones,Matthew Stevens,7,1452,1311,0.6851006165272808,0.5872236908393349,473,236,3002,1459,1150,661,8661,4687,215,111,959,520,22,10,466,238,2,4,1.0,0.33333333333333337
Elliot Slessor,Liam Davies,7,1406,1112,0.8405938136052916,0.6759015277259407,416,209,2530,1258,62,29,361,167,68,35,698,380,21,9,238,109,4,0,0.0,1.0
Ishpreet Singh Chadha,Gary Wilson,7,1238,1361,0.3369775660777682,0.4237250775067346,63,34,380,196,764,435,4913,2629,25,11,380,196,59,26,852,438,4,3,0.0,0.5714285714285714
Zhou Yuelong,Yuan Sijun,7,1415,1422,0.4904306643721703,0.4956251116502265,531,312,3335,1795,295,156,1891,984,65,36,701,365,53,31,536,300,1,4,1.0,0.19999999999999996
Matthew Selt,Ricky Walden,7,1406,1417,0.4849647276654205,0.4931254332354657,919,498,5882,3060,1193,707,8009,4383,99,46,886,458,59,40,745,388,4,0,0.0,1.0
Haydon Pinhey,Mark Selby,7,1162,1565,0.0878121490002004,0.26746938971239476,126,56,671,314,1624,1109,11503,6694,17,5,315,151,141,85,1190,676,2,4,1.0,0.33333333333333337
Noppon Saengkham,Dylan Emery,7,1388,1241,0.692311529960642,0.5908547524545943,498,258,3342,1689,144,65,822,399,75,36,736,387,29,13,423,203,4,1,0.0,0.8
Mark Davis,Neil Robertson,7,1366,1507,0.31489938347271895,0.412776309160665,1334,791,9155,4975,1319,875,9619,5537,29,14,481,257,72,34,821,453,2,4,1.0,0.33333333333333337
Jimmy Robertson,Jackson Page,7,1324,1380,0.4239345393092091,0.4650570548417855,777,424,5050,2627,233,118,1481,738,81,39,643,332,51,22,565,293,2,4,1.0,0.33333333333333337
Joe O'Connor,Lyu Haotian,7,1463,1357,0.641605432096216,0.5658650028954817,355,178,2180,1106,361,184,2363,1179,186,103,789,423,28,13,576,299,4,0,0.0,1.0
Robert Milkins,Wang Yuchen,7,1321,1239,0.6105601107289808,0.551071269307342,1169,670,8058,4288,115,45,736,323,81,36,862,416,25,11,226,117,4,1,0.0,0.8
Stephen Maguire,Xu Si,7,1370,1342,0.5382188233953898,0.5174928576663897,1222,787,8916,4997,227,102,1473,689,15,5,557,294,46,26,527,268,4,2,0.0,0.6666666666666666
Jack Lisowski,Joshua Cooper,7,1410,1003,0.9142318609422068,0.7344853437972199,834,506,5445,2978,74,29,385,173,55,24,840,458,7,2,110,50,4,0,0.0,1.0
Barry Hawkins,Sanderson Lam,7,1537,1168,0.8932262852912048,0.7155512239631054,1383,867,9549,5350,289,114,1760,771,98,55,904,516,15,5,441,206,1,4,1.0,0.19999999999999996
Pang Junxu,Dominic Dale,7,1424,1267,0.7041548710511403,0.596884378259767,219,121,1394,728,1127,625,7797,4095,90,46,830,450,17,9,436,222,4,2,0.0,0.6666666666666666
Si Jiahui,Jamie Jones,7,1434,1261,0.7226276336267843,0.6064704870683035,230,130,1516,810,691,404,4509,2416,88,42,902,494,20,7,489,230,2,4,1.0,0.33333333333333337
Graeme Dott,John Higgins,7,1325,1556,0.21581004447536767,0.35950804627666144,1201,699,8589,4616,1917,1351,14835,8743,27,16,437,225,91,54,1154,676,0,4,1.0,0.0
Shaun Murphy,Ma Hailong,7,1569,1217,0.8826364364142814,0.7068222210935676,1403,922,10124,5755,57,22,355,163,93,63,892,516,15,5,355,163,3,4,1.0,0.4285714285714286
David Gilbert,Jordan Brown,7,1449,1232,0.7701459815525172,0.6323937895695628,990,581,6743,3650,354,179,2184,1085,70,32,742,410,24,13,554,262,4,3,0.0,0.5714285714285714
Andrew Higginson,Tom Ford,7,1246,1346,0.36607269253409325,0.43782349911420193,897,511,6198,3343,982,557,6621,3520,17,7,373,179,99,47,831,427,2,4,1.0,0.33333333333333337
Ryan Day,Ben Mertens,7,1385,1224,0.7088291167182063,0.5992881635083561,1349,794,8871,4820,116,52,704,349,80,40,763,388,17,7,429,215,4,2,0.0,0.6666666666666666
Ali Carter,Thor Chuan Leong,7,1417,1261,0.7029806026650167,0.5962826992967879,1372,842,9226,5084,202,75,1270,567,117,56,1037,566,26,13,327,161,4,0,0.0,1.0
Luca Brecel,Stuart Carrington,7,1434,1263,0.7203516579445735,0.6052765337748445,668,388,4485,2419,531,280,3354,1743,41,22,688,362,28,16,397,203,4,2,0.0,0.6666666666666666
Ross Muir,Zhang Anda,7,1223,1401,0.271724888745416,0.39055021637167475,305,121,1939,891,509,265,3563,1819,28,14,377,174,41,19,800,436,2,4,1.0,0.33333333333333337
Stan Moody,Mark Allen,7,1334,1556,0.22477678509532462,0.3647051506771929,80,36,493,244,1119,745,7934,4513,37,22,418,208,57,33,996,563,3,4,1.0,0.4285714285714286
David Gilbert,Matthew Stevens,7,1449,1311,0.6814665603465866,0.5854045691294651,990,581,6743,3650,1150,661,8661,4687,70,32,742,410,22,10,466,238,3,4,1.0,0.4285714285714286
Mark Allen,Yuan Sijun,7,1556,1422,0.6765921632853332,0.5829754542011996,1119,745,7934,4513,295,156,1891,984,57,33,996,563,53,31,536,300,3,4,1.0,0.4285714285714286
Matthew Selt,Jamie Clarke,7,1406,1238,0.7169197076810394,0.6034832498647263,919,498,5882,3060,351,173,2111,1043,99,46,886,458,15,5,410,192,4,3,0.0,0.5714285714285714
Mark Selby,Elliot Slessor,7,1565,1406,0.7064965786766507,0.5980868603322034,1624,1109,11503,6694,416,209,2530,1258,141,85,1190,676,68,35,698,380,4,3,0.0,0.5714285714285714
Ishpreet Singh Chadha,Jackson Page,7,1238,1380,0.31369223207290564,0.4121704615174885,63,34,380,196,233,118,1481,738,25,11,380,196,51,22,565,293,2,4,1.0,0.33333333333333337
Kyren Wilson,Joe O'Connor,7,1595,1463,0.6741427448520734,0.5817593768418362,1112,715,7109,4027,355,178,2180,1106,191,110,1320,773,186,103,789,423,3,4,1.0,0.4285714285714286
Stephen Maguire,Mark Williams,7,1370,1540,0.2807899358531167,0.3953209152859906,1222,787,8916,4997,1824,1195,13326,7648,15,5,557,294,25,9,832,479,4,2,0.0,0.6666666666666666
Jack Lisowski,Chris Wakelin,7,1410,1436,0.4645031181885513,0.4837557189379275,834,506,5445,2978,477,258,3023,1566,55,24,840,458,93,41,938,510,4,1,0.0,0.8
Sanderson Lam,Wu Yize,7,1168,1484,0.1423587160455711,0.3121686694171596,289,114,1760,771,152,85,1050,551,15,5,441,206,53,32,649,351,4,2,0.0,0.6666666666666666
Zhang Anda,Pang Junxu,7,1401,1424,0.46858930565080326,0.4856289593029398,509,265,3563,1819,219,121,1394,728,41,19,800,436,90,46,830,450,2,4,1.0,0.33333333333333337
Robbie Williams,Jamie Jones,7,1323,1261,0.584092058776629,0.5386726052065081,578,309,3699,1896,691,404,4509,2416,24,10,522,275,20,7,489,230,2,4,1.0,0.33333333333333337
John Higgins,Robert Milkins,7,1556,1321,0.7881034579959058,0.6427913242407762,1917,1351,14835,8743,1169,670,8058,4288,91,54,1154,676,81,36,862,416,4,0,0.0,1.0
Neil Robertson,Tom Ford,7,1507,1346,0.7088291167182061,0.5992881635083561,1319,875,9619,5537,982,557,6621,3520,72,34,821,453,99,47,831,427,3,4,1.0,0.4285714285714286
Ryan Day,Ma Hailong,7,1385,1217,0.7169197076810394,0.6034832498647263,1349,794,8871,4820,57,22,355,163,80,40,763,388,15,5,355,163,4,2,0.0,0.6666666666666666
Hossein Vafaei,Ali Carter,7,1450,1417,0.5450150538752273,0.5206133097144487,367,221,2496,1332,1372,842,9226,5084,82,46,747,422,117,56,1037,566,2,4,1.0,0.33333333333333337
Luca Brecel,Noppon Saengkham,7,1434,1388,0.5626145694127913,0.5287183569514396,668,388,4485,2419,498,258,3342,1689,41,22,688,362,75,36,736,387,4,2,0.0,0.6666666666666666
Jamie Jones,Mark Selby,7,1261,1565,0.1514882068192014,0.31864626621097436,691,404,4509,2416,1624,1109,11503,6694,20,7,489,230,141,85,1190,676,0,4,1.0,0.0
Tom Ford,Jackson Page,7,1346,1380,0.45362731252530075,0.47876278503372593,982,557,6621,3520,233,118,1481,738,99,47,831,427,51,22,565,293,0,4,1.0,0.0
Joe O'Connor,Matthew Stevens,7,1463,1311,0.698260993708389,0.5938731029341427,355,178,2180,1106,1150,661,8661,4687,186,103,789,423,22,10,466,238,4,1,0.0,0.8
Sanderson Lam,Stephen Maguire,7,1168,1370,0.24548919020671278,0.376366371701774,289,114,1760,771,1222,787,8916,4997,15,5,441,206,15,5,557,294,2,4,1.0,0.33333333333333337
Jack Lisowski,Matthew Selt,7,1410,1406,0.5054685677142574,0.5024999791668749,834,506,5445,2978,919,498,5882,3060,55,24,840,458,99,46,886,458,4,2,0.0,0.6666666666666666
John Higgins,Yuan Sijun,7,1556,1422,0.6765921632853334,0.5829754542011996,1917,1351,14835,8743,295,156,1891,984,91,54,1154,676,53,31,536,300,4,0,0.0,1.0
Ali Carter,Ryan Day,7,1417,1385,0.5436568604546561,0.5199893401555818,1372,842,9226,5084,1349,794,8871,4820,117,56,1037,566,80,40,763,388,4,1,0.0,0.8
Pang Junxu,Luca Brecel,7,1424,1434,0.48633097272882997,0.4937503255004896,219,121,1394,728,668,388,4485,2419,90,46,830,450,41,22,688,362,1,4,1.0,0.19999999999999996
John Higgins,Mark Selby,9,1556,1565,0.48616014593133106,0.4943752372926745,1917,1351,14835,8743,1624,1109,11503,6694,91,54,1154,676,141,85,1190,676,4,5,1.0,0.4444444444444444
Stephen Maguire,Jack Lisowski,9,1370,1410,0.4387318882192537,0.47502081252106,1222,787,8916,4997,834,506,5445,2978,15,5,557,294,55,24,840,458,5,3,0.0,0.625
Joe O'Connor,Ali Carter,9,1463,1417,0.5703641336320322,0.5287183569514398,355,178,2180,1106,1372,842,9226,5084,186,103,789,423,117,56,1037,566,3,5,1.0,0.375
Luca Brecel,Jackson Page,9,1434,1380,0.5824304989902049,0.5336988354329009,668,388,4485,2419,233,118,1481,738,41,22,688,362,51,22,565,293,5,2,0.0,0.7142857142857143
Mark Selby,Luca Brecel,11,1565,1434,0.7103328120698551,0.5811509642893937,1624,1109,11503,6694,668,388,4485,2419,141,85,1190,676,41,22,688,362,6,3,0.0,0.6666666666666666
Ali Carter,Stephen Maguire,11,1417,1370,0.5789736932897438,0.5293412500457857,1372,842,9226,5084,1222,787,8916,4997,117,56,1037,566,15,5,557,294,4,6,1.0,0.4
Stephen Maguire,Mark Selby,17,1370,1565,0.15505891508134773,0.3804826803529153,1222,787,8916,4997,1624,1109,11503,6694,15,5,557,294,141,85,1190,676,6,9,1.0,0.4
Wu Yize,Pang Junxu,7,1466,1422,0.5599145707304132,0.5274723043445937,154,86,1063,557,222,123,1411,737,66,38,662,357,107,55,847,459,4,0,0.0,1.0
Matthew Selt,Kyren Wilson,7,1412,1583,0.27964834205542655,0.39472346622515553,922,500,5899,3070,1114,716,7123,4034,116,56,903,468,205,117,1334,780,3,4,1.0,0.4285714285714286
Si Jiahui,Hossein Vafaei,7,1421,1447,0.4645031181885513,0.48375571893792757,231,130,1522,812,369,222,2508,1338,94,44,908,496,94,52,759,428,3,4,1.0,0.4285714285714286
Gary Wilson,Judd Trump,7,1354,1658,0.1514882068192014,0.31864626621097436,765,435,4920,2632,1522,1098,10500,6355,66,29,859,441,157,97,1476,926,2,4,1.0,0.33333333333333337
Ding Junhui,Xu Si,7,1538,1338,0.7523810515908647,0.6224593312018546,1026,682,7896,4497,229,103,1485,695,48,26,810,446,58,32,539,274,3,4,1.0,0.4285714285714286
Mark Selby,Jackson Page,7,1583,1396,0.7382850049697135,0.6147918694922195,1630,1115,11553,6726,237,121,1504,752,191,117,1240,708,74,36,588,307,4,3,0.0,0.5714285714285714
Mark Allen,Jimmy Robertson,7,1545,1318,0.7802322205466417,0.6381861133090057,1121,746,7948,4520,779,425,5063,2633,71,40,1010,570,94,45,656,338,2,4,1.0,0.33333333333333337
Neil Robertson,Yuan Sijun,7,1502,1439,0.5854263042586716,0.5392938058983595,1321,876,9632,5544,299,159,1911,996,85,41,834,460,73,43,556,312,4,0,0.0,1.0
Shaun Murphy,Ben Woollaston,7,1554,1398,0.7029806026650167,0.5962826992967879,1404,922,10131,5758,856,482,5411,2874,100,66,899,519,47,29,521,276,4,3,0.0,0.5714285714285714
Jack Lisowski,Zhang Anda,7,1429,1397,0.5436568604546561,0.5199893401555818,838,509,5468,2993,511,266,3575,1825,78,39,863,473,53,25,812,442,4,2,0.0,0.6666666666666666
Peifan Lei,Elliot Slessor,7,1347,1418,0.4039387802743521,0.4557411415821268,144,72,884,434,418,210,2541,1265,30,12,346,180,79,42,709,387,4,2,0.0,0.6666666666666666
Ali Carter,John Higgins,7,1449,1587,0.3185334396534134,0.41459543087053496,1377,846,9259,5105,1921,1354,14856,8759,150,77,1070,587,112,70,1175,692,3,4,1.0,0.4285714285714286
Tom Ford,Barry Hawkins,7,1346,1517,0.27964834205542655,0.39472346622515553,985,559,6638,3528,1384,867,9554,5351,116,55,848,435,103,56,909,517,1,4,1.0,0.19999999999999996
Xiao Guodong,Jak Jones,7,1555,1440,0.6530083881296338,0.5713839816769324,805,470,5065,2787,474,236,3008,1461,103,62,929,514,221,113,965,522,4,3,0.0,0.5714285714285714
David Gilbert,Chris Wakelin,7,1438,1425,0.5177671819164105,0.5081242849062608,992,582,6757,3657,479,259,3035,1571,84,39,756,417,105,46,950,515,4,3,0.0,0.5714285714285714
Stuart Bingham,Mark Williams,7,1413,1532,0.3419698023265051,0.4261687424083906,1544,971,10645,6020,1826,1196,13337,7654,67,28,823,435,36,15,843,485,4,2,0.0,0.6666666666666666
Xu Si,Hossein Vafaei,7,1338,1447,0.35457799138330326,0.4322934519266399,229,103,1485,695,369,222,2508,1338,58,32,539,274,94,52,759,428,3,4,1.0,0.4285714285714286
Jimmy Robertson,Mark Selby,7,1318,1583,0.1839737621952785,0.34017824502794247,779,425,5063,2633,1630,1115,11553,6726,94,45,656,338,191,117,1240,708,2,4,1.0,0.33333333333333337
Neil Robertson,David Gilbert,7,1502,1438,0.5867595016023184,0.5399148845555657,1321,876,9632,5544,992,582,6757,3657,85,41,834,460,84,39,756,417,4,1,0.0,0.8
Shaun Murphy,Barry Hawkins,7,1554,1517,0.5504420624351876,0.523108525489089,1404,922,10131,5758,1384,867,9554,5351,100,66,899,519,103,56,909,517,4,1,0.0,0.8
